Site;SS28 Rue des Tilleuls 1 (ID 3228);SS28 Rue des Tilleuls 1 (ID 3228);SS28 Rue des Tilleuls 1 (ID 3228);SS28 Rue des Tilleuls 1 (ID 3228)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-10-12 23:00:00;0;65.1;47.3;60.4
2023-10-13 00:00:00;0;59.0;38.4;56.3
2023-10-13 01:00:00;0;55.2;34.8;53.2
2023-10-13 02:00:00;0;51.8;32.7;50.3
2023-10-13 03:00:00;0;48.8;31.4;47.7
2023-10-13 04:00:00;7;56.4;37.0;49.6
2023-10-13 05:00:00;0;61.0;40.6;54.4
2023-10-13 06:00:00;16;76.3;56.2;65.4
2023-10-13 07:00:00;0;70.0;48.7;67.3
2023-10-13 08:00:00;19;73.5;49.0;64.7
2023-10-13 09:00:00;9;73.5;49.2;53.7
2023-10-13 10:00:00;9;72.4;41.3;50.8
2023-10-13 11:00:00;1;70.8;48.7;68.1
2023-10-13 12:00:00;6;73.3;51.4;67.8
2023-10-13 13:00:00;0;64.1;40.3;62.6
2023-10-13 14:00:00;15;74.6;52.4;63.3
2023-10-13 15:00:00;6;69.2;49.2;62.2
2023-10-13 16:00:00;4;70.5;52.0;62.4
2023-10-13 17:00:00;9;69.7;51.1;62.2
2023-10-13 18:00:00;9;72.5;51.1;63.6
2023-10-13 19:00:00;7;71.6;51.9;62.5
2023-10-13 20:00:00;7;71.8;51.9;64.7
2023-10-13 21:00:00;7;71.8;50.2;66.0
2023-10-13 22:00:00;6;74.4;52.5;67.3
2023-10-13 23:00:00;0;65.6;47.0;61.0
2023-10-14 00:00:00;0;59.6;38.6;56.9
2023-10-14 01:00:00;0;55.6;35.0;53.7
2023-10-14 02:00:00;0;52.2;33.0;50.8
2023-10-14 03:00:00;0;49.2;31.6;48.1
2023-10-14 04:00:00;8;57.9;38.4;50.4
2023-10-14 05:00:00;0;59.0;39.8;53.1
2023-10-14 06:00:00;17;76.2;55.7;65.2
2023-10-14 07:00:00;0;70.1;48.2;65.9
2023-10-14 08:00:00;10;72.4;27.3;34.2
2023-10-14 09:00:00;13;74.4;43.7;52.2
2023-10-14 10:00:00;6;74.5;52.3;67.4
2023-10-14 11:00:00;8;71.1;49.6;64.9
2023-10-14 12:00:00;0;66.5;47.0;63.2
2023-10-14 13:00:00;15;70.7;47.2;62.6
2023-10-14 14:00:00;1;65.6;44.7;58.9
2023-10-14 15:00:00;13;75.3;53.3;65.9
2023-10-14 16:00:00;7;71.9;49.6;66.5
2023-10-14 17:00:00;6;73.1;51.1;67.9
2023-10-14 18:00:00;9;71.2;52.0;63.3
2023-10-14 19:00:00;7;69.9;50.0;62.0
2023-10-14 20:00:00;8;73.5;49.8;60.3
2023-10-14 21:00:00;6;73.7;52.2;66.4
2023-10-14 22:00:00;5;69.8;51.4;63.9
2023-10-14 23:00:00;0;68.8;48.0;66.6
2023-10-15 00:00:00;0;61.3;38.9;60.6
2023-10-15 01:00:00;0;56.5;35.2;56.3
2023-10-15 02:00:00;0;52.6;33.2;52.8
2023-10-15 03:00:00;0;49.3;31.8;49.6
2023-10-15 04:00:00;0;46.4;31.0;46.8
2023-10-15 05:00:00;0;43.8;30.0;44.4
2023-10-15 06:00:00;17;75.6;56.0;64.7
2023-10-15 07:00:00;6;72.9;40.6;53.6
2023-10-15 08:00:00;21;76.4;43.7;54.4
2023-10-15 09:00:00;12;75.7;40.8;48.5
2023-10-15 10:00:00;2;67.4;34.9;39.7
2023-10-15 11:00:00;0;47.4;28.4;39.1
2023-10-15 12:00:00;10;74.3;52.6;67.4
2023-10-15 13:00:00;0;65.7;41.5;64.3
2023-10-15 14:00:00;14;70.9;48.2;63.6
2023-10-15 15:00:00;11;72.9;51.4;63.0
2023-10-15 16:00:00;10;72.1;51.0;62.0
2023-10-15 17:00:00;8;72.3;51.7;66.0
2023-10-15 18:00:00;14;75.4;49.5;67.7
2023-10-15 19:00:00;9;74.3;46.6;52.0
2023-10-15 20:00:00;17;76.5;48.9;60.6
2023-10-15 21:00:00;8;70.0;49.6;63.3
2023-10-15 22:00:00;13;75.7;52.0;63.6
2023-10-15 23:00:00;0;65.4;46.2;60.6
2023-10-16 00:00:00;0;59.0;37.6;56.3
2023-10-16 01:00:00;0;55.0;33.9;53.1
2023-10-16 02:00:00;0;51.5;31.7;50.1
2023-10-16 03:00:00;9;58.3;36.5;50.8
2023-10-16 04:00:00;2;65.9;42.1;58.0
2023-10-16 05:00:00;0;56.8;34.5;53.5
2023-10-16 06:00:00;17;75.9;56.1;65.2
2023-10-16 07:00:00;8;73.8;38.7;51.8
2023-10-16 08:00:00;14;50.1;43.2;44.7
2023-10-16 09:00:00;19;47.6;32.6;37.1
2023-10-16 10:00:00;25;77.6;52.5;65.6
2023-10-16 11:00:00;7;70.9;53.6;55.5
2023-10-16 12:00:00;8;57.0;44.1;47.9
2023-10-16 13:00:00;1;68.3;47.4;61.6
2023-10-16 14:00:00;10;67.2;44.1;61.0
2023-10-16 15:00:00;5;74.7;52.9;67.0
2023-10-16 16:00:00;6;72.4;51.9;65.2
2023-10-16 17:00:00;6;72.0;51.1;65.5
2023-10-16 18:00:00;7;73.7;49.1;63.1
2023-10-16 19:00:00;22;77.5;34.2;45.8
2023-10-16 20:00:00;3;71.8;50.4;64.4
2023-10-16 21:00:00;9;74.5;50.3;67.2
2023-10-16 22:00:00;13;73.4;51.0;63.8
2023-10-16 23:00:00;0;70.6;43.7;68.9
2023-10-17 00:00:00;0;62.1;36.0;61.8
2023-10-17 01:00:00;0;56.9;32.9;56.8
2023-10-17 02:00:00;7;58.1;34.5;53.6
2023-10-17 03:00:00;7;74.9;57.0;75.2
2023-10-17 04:00:00;0;67.6;42.1;69.3
2023-10-17 05:00:00;0;61.8;36.7;63.5
2023-10-17 06:00:00;16;76.9;56.3;65.4
2023-10-17 07:00:00;6;73.2;40.6;54.9
2023-10-17 08:00:00;22;76.8;38.0;49.0
2023-10-17 09:00:00;16;78.6;41.1;51.1
2023-10-17 10:00:00;1;32.4;40.3;31.2
2023-10-17 11:00:00;19;66.2;49.6;57.8
2023-10-17 12:00:00;4;69.4;52.7;62.3
2023-10-17 13:00:00;0;59.6;39.4;57.4
2023-10-17 14:00:00;9;63.3;41.6;58.2
2023-10-17 15:00:00;5;72.1;52.0;63.3
2023-10-17 16:00:00;5;71.2;51.6;63.3
2023-10-17 17:00:00;4;72.1;51.6;66.4
2023-10-17 18:00:00;7;71.2;51.0;64.6
2023-10-17 19:00:00;6;70.8;51.7;62.9
2023-10-17 20:00:00;10;70.8;50.0;62.7
2023-10-17 21:00:00;10;72.3;51.2;62.6
2023-10-17 22:00:00;4;70.3;48.6;63.1
2023-10-17 23:00:00;0;60.8;38.2;58.4
2023-10-18 00:00:00;0;56.2;33.9;54.7
2023-10-18 01:00:00;1;52.6;31.2;51.2
2023-10-18 02:00:00;14;72.6;44.8;55.6
2023-10-18 03:00:00;0;59.7;39.0;54.5
2023-10-18 04:00:00;0;54.5;33.5;51.0
2023-10-18 05:00:00;0;51.2;31.1;48.3
2023-10-18 06:00:00;17;75.8;56.2;65.1
2023-10-18 07:00:00;3;73.2;46.2;60.7
2023-10-18 08:00:00;26;76.5;41.7;54.5
2023-10-18 09:00:00;19;77.7;53.7;65.0
2023-10-18 10:00:00;5;71.2;53.1;61.7
2023-10-18 11:00:00;0;58.2;40.1;54.1
2023-10-18 12:00:00;6;58.8;39.3;55.2
2023-10-18 13:00:00;5;71.1;50.2;63.1
2023-10-18 14:00:00;19;69.8;44.3;62.5
2023-10-18 15:00:00;22;78.1;52.9;65.0
2023-10-18 16:00:00;7;72.0;50.5;61.2
2023-10-18 17:00:00;5;72.7;50.5;65.9
2023-10-18 18:00:00;6;73.9;51.4;66.9
2023-10-18 19:00:00;19;76.9;34.9;46.2
2023-10-18 20:00:00;4;71.3;46.7;59.1
2023-10-18 21:00:00;17;76.0;52.5;61.9
2023-10-18 22:00:00;12;74.7;37.8;47.4
2023-10-18 23:00:00;0;70.8;45.6;68.5
2023-10-19 00:00:00;0;62.1;36.8;61.3
2023-10-19 01:00:00;0;56.9;33.5;56.5
2023-10-19 02:00:00;7;59.2;34.9;53.4
2023-10-19 03:00:00;3;66.9;43.1;55.5
2023-10-19 04:00:00;0;56.5;35.3;52.5
2023-10-19 05:00:00;0;52.7;32.0;49.6
2023-10-19 06:00:00;19;76.8;55.2;65.1
2023-10-19 07:00:00;10;75.0;37.4;48.8
2023-10-19 08:00:00;28;78.0;51.1;64.9
2023-10-19 09:00:00;17;77.9;54.6;65.0
2023-10-19 10:00:00;5;71.0;52.5;62.0
2023-10-19 11:00:00;7;72.5;51.9;66.0
2023-10-19 12:00:00;10;72.2;48.5;65.2
2023-10-19 13:00:00;0;64.9;42.8;61.3
2023-10-19 14:00:00;9;65.7;42.8;60.5
2023-10-19 15:00:00;5;73.9;51.7;67.7
2023-10-19 16:00:00;8;73.4;51.8;65.6
2023-10-19 17:00:00;3;70.9;51.0;65.2
2023-10-19 18:00:00;8;72.5;52.4;64.3
2023-10-19 19:00:00;7;70.8;50.1;62.3
2023-10-19 20:00:00;10;74.9;52.0;67.1
2023-10-19 21:00:00;6;72.4;51.3;65.2
2023-10-19 22:00:00;10;72.2;50.0;61.7
2023-10-19 23:00:00;0;67.6;38.6;66.7
2023-10-20 00:00:00;0;59.4;32.0;59.1
2023-10-20 01:00:00;0;54.4;30.2;54.1
2023-10-20 02:00:00;5;54.1;31.1;51.2
2023-10-20 03:00:00;6;69.7;44.3;56.9
2023-10-20 04:00:00;0;58.0;36.1;54.4
2023-10-20 05:00:00;0;53.9;32.7;51.0
2023-10-20 06:00:00;18;76.7;55.4;65.1
2023-10-20 07:00:00;6;73.9;42.0;54.8
2023-10-20 08:00:00;22;76.9;45.3;57.0
2023-10-20 09:00:00;11;74.7;44.9;55.2
2023-10-20 10:00:00;5;72.5;53.3;64.2
2023-10-20 11:00:00;5;71.2;52.0;63.0
2023-10-20 12:00:00;6;67.9;47.3;61.5
2023-10-20 13:00:00;0;63.6;45.0;59.1
2023-10-20 14:00:00;10;65.7;43.8;59.6
2023-10-20 15:00:00;4;71.7;51.7;64.4
2023-10-20 16:00:00;6;71.0;51.9;63.3
2023-10-20 17:00:00;9;74.4;51.2;68.1
2023-10-20 18:00:00;6;71.4;51.4;64.1
2023-10-20 19:00:00;15;75.3;52.3;63.3
2023-10-20 20:00:00;12;75.5;49.0;60.5
2023-10-20 21:00:00;7;74.3;51.6;66.9
2023-10-20 22:00:00;5;69.9;51.7;62.6
2023-10-20 23:00:00;0;67.4;47.5;64.4
2023-10-21 00:00:00;0;60.5;38.2;59.2
2023-10-21 01:00:00;0;55.9;34.5;55.3
2023-10-21 02:00:00;0;52.2;32.4;51.9
2023-10-21 03:00:00;2;50.9;31.4;48.4
2023-10-21 04:00:00;9;71.5;44.4;57.0
2023-10-21 05:00:00;0;59.2;36.7;55.3
2023-10-21 06:00:00;16;76.6;56.2;65.1
2023-10-21 07:00:00;6;72.7;41.6;55.5
2023-10-21 08:00:00;19;72.9;42.4;51.1
2023-10-21 09:00:00;2;34.9;52.5;33.1
2023-10-21 10:00:00;18;53.8;41.2;45.5
2023-10-21 11:00:00;6;71.1;53.3;62.9
2023-10-21 12:00:00;8;67.8;47.4;61.7
2023-10-21 13:00:00;0;68.0;44.9;64.3
2023-10-21 14:00:00;13;68.3;42.7;61.8
2023-10-21 15:00:00;11;75.9;54.9;64.0
2023-10-21 16:00:00;9;70.0;48.8;62.1
2023-10-21 17:00:00;8;72.9;52.4;62.9
2023-10-21 18:00:00;10;74.9;52.1;67.3
2023-10-21 19:00:00;6;74.4;51.6;67.1
2023-10-21 20:00:00;13;71.8;50.3;62.8
2023-10-21 21:00:00;4;72.5;49.9;66.8
2023-10-21 22:00:00;11;74.1;52.5;65.2
2023-10-21 23:00:00;0;64.4;42.7;61.7
2023-10-22 00:00:00;0;58.8;36.3;57.3
2023-10-22 01:00:00;0;54.6;33.2;53.8
2023-10-22 02:00:00;0;51.1;31.4;50.6
2023-10-22 03:00:00;10;67.5;41.7;56.3
2023-10-22 04:00:00;0;62.9;38.3;58.7
2023-10-22 05:00:00;4;60.0;35.5;53.8
2023-10-22 06:00:00;16;77.1;55.7;65.1
2023-10-22 07:00:00;2;71.3;45.4;61.2
2023-10-22 08:00:00;15;75.7;28.1;35.7
2023-10-22 09:00:00;18;76.3;38.3;47.7
2023-10-22 10:00:00;8;72.4;43.5;53.0
2023-10-22 11:00:00;7;71.7;49.2;64.7
2023-10-22 12:00:00;7;69.3;45.6;64.6
2023-10-22 13:00:00;1;71.2;47.4;67.8
2023-10-22 14:00:00;9;66.6;42.0;62.6
2023-10-22 15:00:00;15;75.1;51.6;63.2
2023-10-22 16:00:00;17;77.5;54.1;64.7
2023-10-22 17:00:00;8;70.1;50.2;63.0
2023-10-22 18:00:00;4;73.6;52.4;68.0
2023-10-22 19:00:00;21;76.9;34.8;46.2
2023-10-22 20:00:00;5;70.6;50.1;62.0
2023-10-22 21:00:00;9;71.7;50.7;61.8
2023-10-22 22:00:00;17;76.8;52.5;63.3
2023-10-22 23:00:00;0;64.1;44.0;59.3
2023-10-23 00:00:00;0;58.2;36.8;55.4
2023-10-23 01:00:00;0;54.4;33.5;52.3
2023-10-23 02:00:00;0;51.1;31.5;49.5
2023-10-23 03:00:00;10;65.3;39.9;53.2
2023-10-23 04:00:00;0;65.0;40.3;60.0
2023-10-23 05:00:00;0;57.1;33.9;53.9
2023-10-23 06:00:00;17;77.1;55.8;65.2
2023-10-23 07:00:00;12;73.7;48.9;65.8
2023-10-23 08:00:00;18;77.4;39.5;50.0
2023-10-23 09:00:00;19;77.4;49.9;61.1
2023-10-23 10:00:00;12;76.9;38.0;47.0
2023-10-23 11:00:00;3;73.4;52.8;67.5
2023-10-23 12:00:00;0;63.7;40.6;62.4
2023-10-23 13:00:00;7;70.5;49.1;65.0
2023-10-23 14:00:00;0;67.3;43.9;65.3
2023-10-23 15:00:00;8;73.8;53.0;66.6
2023-10-23 16:00:00;5;73.1;52.0;67.7
2023-10-23 17:00:00;0;64.7;41.2;63.1
2023-10-23 18:00:00;19;74.2;49.7;64.4
2023-10-23 19:00:00;14;77.6;55.2;65.1
2023-10-23 20:00:00;14;74.4;39.7;48.1
2023-10-23 21:00:00;7;74.4;47.0;55.1
2023-10-23 22:00:00;21;77.1;48.3;61.1
2023-10-23 23:00:00;0;70.7;46.4;68.1
2023-10-24 00:00:00;0;62.2;37.3;61.1
2023-10-24 01:00:00;0;56.9;33.5;56.3
2023-10-24 02:00:00;0;52.8;31.6;52.5
2023-10-24 03:00:00;10;67.0;46.1;58.0
2023-10-24 04:00:00;0;56.1;35.4;51.4
2023-10-24 05:00:00;0;52.3;32.0;48.6
2023-10-24 06:00:00;20;77.0;54.6;65.1
2023-10-24 07:00:00;13;76.4;35.9;44.8
2023-10-24 08:00:00;12;54.6;48.6;48.4
2023-10-24 09:00:00;9;33.4;38.3;31.5
2023-10-24 10:00:00;27;75.1;52.2;65.0
2023-10-24 11:00:00;3;73.3;53.0;67.6
2023-10-24 12:00:00;0;63.7;40.5;62.5
2023-10-24 13:00:00;7;71.2;50.4;65.2
2023-10-24 14:00:00;0;65.5;43.0;63.9
2023-10-24 15:00:00;9;73.0;52.9;63.8
2023-10-24 16:00:00;6;73.1;51.8;67.7
2023-10-24 17:00:00;6;71.5;51.2;64.8
2023-10-24 18:00:00;8;72.2;51.1;63.7
2023-10-24 19:00:00;21;76.7;33.2;44.5
2023-10-24 20:00:00;5;72.1;51.4;61.9
2023-10-24 21:00:00;18;76.7;51.0;62.6
2023-10-24 22:00:00;19;74.6;41.0;49.9
2023-10-24 23:00:00;0;71.2;44.8;68.6
2023-10-25 00:00:00;0;62.4;36.5;61.3
2023-10-25 01:00:00;0;57.0;33.1;56.5
2023-10-25 02:00:00;0;52.9;31.3;52.6
2023-10-25 03:00:00;0;49.4;30.0;49.3
2023-10-25 04:00:00;10;71.0;42.9;57.1
2023-10-25 05:00:00;0;61.7;37.5;57.7
2023-10-25 06:00:00;16;77.3;56.4;65.2
2023-10-25 07:00:00;18;73.9;42.1;58.6
2023-10-25 08:00:00;11;76.8;43.3;51.2
2023-10-25 09:00:00;23;77.7;48.4;59.0
2023-10-25 10:00:00;14;76.0;39.3;48.8
2023-10-25 11:00:00;6;73.9;51.7;65.7
2023-10-25 12:00:00;9;71.1;32.7;40.7
2023-10-25 13:00:00;8;73.1;52.8;63.1
2023-10-25 14:00:00;3;67.6;34.4;44.5
2023-10-25 15:00:00;22;78.2;52.2;65.1
2023-10-25 16:00:00;11;74.1;51.6;63.4
2023-10-25 17:00:00;7;73.3;52.0;65.9
2023-10-25 18:00:00;13;77.2;42.8;53.4
2023-10-25 19:00:00;20;77.5;42.4;54.3
2023-10-25 20:00:00;15;76.3;38.2;47.7
2023-10-25 21:00:00;8;74.3;43.2;49.5
2023-10-25 22:00:00;19;77.3;50.3;63.5
2023-10-25 23:00:00;0;68.3;43.9;65.6
2023-10-26 00:00:00;0;60.7;36.0;59.2
2023-10-26 01:00:00;9;60.5;34.3;55.3
2023-10-26 02:00:00;8;73.7;45.6;57.2
2023-10-26 03:00:00;0;59.9;37.3;55.9
2023-10-26 04:00:00;0;55.0;32.9;52.0
2023-10-26 05:00:00;0;51.5;30.6;48.9
2023-10-26 06:00:00;17;76.6;55.8;65.1
2023-10-26 07:00:00;14;76.9;33.4;41.6
2023-10-26 08:00:00;20;77.0;46.0;56.0
2023-10-26 09:00:00;20;76.8;37.9;48.8
2023-10-26 10:00:00;9;73.3;47.1;54.0
2023-10-26 11:00:00;11;74.8;50.4;58.2
2023-10-26 12:00:00;15;75.6;40.1;50.4
2023-10-26 13:00:00;2;69.8;43.5;51.0
2023-10-26 14:00:00;14;74.3;34.3;44.6
2023-10-26 15:00:00;7;75.4;53.4;67.4
2023-10-26 16:00:00;4;73.1;52.4;67.5
2023-10-26 17:00:00;0;65.0;41.6;63.4
2023-10-26 18:00:00;19;74.2;49.6;64.2
2023-10-26 19:00:00;8;74.6;46.7;51.7
2023-10-26 20:00:00;23;77.3;48.4;61.8
2023-10-26 21:00:00;6;73.6;41.8;50.4
2023-10-26 22:00:00;17;77.3;53.2;65.8
2023-10-26 23:00:00;0;67.3;44.8;64.5
2023-10-27 00:00:00;0;60.6;36.7;59.1
2023-10-27 01:00:00;0;56.0;33.3;54.9
2023-10-27 02:00:00;0;52.2;31.4;51.5
2023-10-27 03:00:00;8;58.3;34.7;51.2
2023-10-27 04:00:00;3;66.8;43.3;55.2
2023-10-27 05:00:00;0;56.0;35.1;51.6
2023-10-27 06:00:00;17;76.7;56.1;65.2
2023-10-27 07:00:00;8;73.6;38.9;51.4
2023-10-27 08:00:00;21;66.5;37.4;46.8
2023-10-27 09:00:00;17;77.3;55.0;65.0
2023-10-27 10:00:00;3;72.6;31.8;35.9
2023-10-27 11:00:00;8;75.0;53.2;67.7
2023-10-27 12:00:00;5;71.0;50.0;63.1
2023-10-27 13:00:00;0;61.6;40.8;58.0
2023-10-27 14:00:00;10;65.1;42.7;59.1
2023-10-27 15:00:00;5;74.0;51.7;67.4
2023-10-27 16:00:00;9;72.8;52.1;63.0
2023-10-27 17:00:00;7;72.1;51.4;62.2
2023-10-27 18:00:00;6;70.5;50.1;64.2
2023-10-27 19:00:00;21;76.6;35.0;45.6
2023-10-27 20:00:00;4;71.8;49.8;64.5
2023-10-27 21:00:00;15;74.7;52.1;63.5
2023-10-27 22:00:00;17;73.4;49.8;63.7
2023-10-27 23:00:00;0;70.0;44.6;67.4
2023-10-28 00:00:00;0;59.7;35.6;59.3
2023-10-28 01:00:00;0;55.3;31.7;54.5
2023-10-28 02:00:00;3;53.7;31.3;51.5
2023-10-28 03:00:00;7;72.1;44.8;58.5
2023-10-28 04:00:00;0;59.8;36.3;56.1
2023-10-28 05:00:00;0;54.6;32.0;51.7
2023-10-28 06:00:00;18;76.9;55.2;65.1
2023-10-28 07:00:00;5;74.0;45.8;59.0
2023-10-28 08:00:00;7;45.4;27.0;29.8
2023-10-28 09:00:00;1;25.7;35.2;25.3
2023-10-28 10:00:00;28;68.8;47.5;59.5
2023-10-28 11:00:00;4;74.4;51.2;68.0
2023-10-28 12:00:00;8;71.1;47.2;65.4
2023-10-28 13:00:00;0;69.6;45.0;66.8
2023-10-28 14:00:00;14;69.7;43.5;63.1
2023-10-28 15:00:00;9;74.4;53.0;63.8
2023-10-28 16:00:00;8;74.1;52.2;66.4
2023-10-28 17:00:00;5;71.6;51.4;63.6
2023-10-28 18:00:00;6;72.7;51.7;65.3
2023-10-28 19:00:00;5;72.7;51.6;67.3
2023-10-28 20:00:00;5;73.4;51.5;67.5
2023-10-28 21:00:00;5;70.9;51.1;64.1
2023-10-28 22:00:00;6;72.0;51.1;64.8
2023-10-28 23:00:00;0;63.5;41.0;61.2
2023-10-29 01:00:00;0;58.1;35.3;56.9
2023-10-29 01:00:00;0;54.0;32.5;53.3
2023-10-29 02:00:00;0;52.5;31.7;51.7
2023-10-29 03:00:00;3;58.1;37.0;51.7
2023-10-29 04:00:00;0;55.6;34.2;51.5
2023-10-29 05:00:00;0;51.9;31.1;48.6
2023-10-29 06:00:00;17;77.0;55.7;65.1
2023-10-29 07:00:00;14;75.6;40.3;54.5
2023-10-29 08:00:00;22;77.7;36.6;47.3
2023-10-29 09:00:00;15;78.7;55.8;65.0
2023-10-29 10:00:00;1;69.5;36.5;39.8
2023-10-29 11:00:00;9;68.7;46.0;58.3
2023-10-29 12:00:00;0;68.8;45.3;66.4
2023-10-29 13:00:00;15;69.5;43.0;62.2
2023-10-29 14:00:00;7;75.2;53.1;67.4
2023-10-29 15:00:00;6;74.2;51.7;67.6
2023-10-29 16:00:00;10;72.5;51.6;63.6
2023-10-29 17:00:00;7;72.6;51.3;64.3
2023-10-29 18:00:00;12;74.9;48.0;57.9
2023-10-29 19:00:00;27;76.9;34.9;48.3
2023-10-29 20:00:00;22;78.1;52.1;65.1
2023-10-29 21:00:00;9;75.7;45.5;51.0
2023-10-29 22:00:00;18;77.5;51.9;65.0
2023-10-29 23:00:00;0;68.8;45.8;66.4
2023-10-30 00:00:00;0;61.3;37.4;60.5
2023-10-30 01:00:00;0;56.4;33.8;56.1
2023-10-30 02:00:00;0;52.4;31.6;52.3
2023-10-30 03:00:00;0;49.0;30.3;49.1
2023-10-30 04:00:00;12;64.1;38.1;51.8
2023-10-30 05:00:00;1;67.3;41.9;60.4
2023-10-30 06:00:00;26;77.3;50.1;65.1
2023-10-30 07:00:00;19;78.1;53.2;64.9
2023-10-30 08:00:00;19;78.1;53.1;65.0
2023-10-30 09:00:00;20;78.0;52.8;65.0
2023-10-30 10:00:00;7;72.5;52.7;61.8
2023-10-30 11:00:00;2;64.6;33.1;36.9
2023-10-30 12:00:00;16;76.6;50.9;61.5
2023-10-30 13:00:00;3;71.8;31.5;33.9
2023-10-30 14:00:00;12;75.1;38.2;46.9
2023-10-30 15:00:00;3;72.1;50.1;66.1
2023-10-30 16:00:00;7;73.4;51.5;67.0
2023-10-30 17:00:00;5;72.8;51.2;66.7
2023-10-30 18:00:00;18;75.6;51.0;65.1
2023-10-30 19:00:00;9;73.0;52.3;59.1
2023-10-30 20:00:00;12;73.3;51.6;56.5
2023-10-30 21:00:00;27;76.9;40.3;56.3
2023-10-30 22:00:00;25;78.5;51.0;65.0
2023-10-30 23:00:00;0;70.7;44.8;68.3
2023-10-31 00:00:00;0;62.0;36.1;61.1
2023-10-31 01:00:00;0;56.5;32.4;56.1
2023-10-31 02:00:00;0;52.3;30.3;52.1
2023-10-31 03:00:00;13;70.6;46.4;58.9
2023-10-31 04:00:00;0;58.0;35.7;53.6
2023-10-31 05:00:00;0;53.6;31.7;50.4
2023-10-31 06:00:00;17;76.6;55.8;65.2
2023-10-31 07:00:00;12;75.3;37.3;48.8
2023-10-31 08:00:00;26;77.9;46.5;59.8
2023-10-31 09:00:00;19;78.2;53.4;65.1
2023-10-31 10:00:00;6;73.0;53.6;63.1
2023-10-31 11:00:00;11;68.9;47.6;59.7
2023-10-31 12:00:00;6;73.8;36.7;41.7
2023-10-31 13:00:00;6;74.0;27.3;33.5
2023-10-31 14:00:00;23;78.1;48.3;61.2
2023-10-31 15:00:00;12;76.7;36.5;45.3
2023-10-31 16:00:00;6;73.9;48.2;54.0
2023-10-31 17:00:00;18;77.1;47.2;59.2
2023-10-31 18:00:00;11;71.8;48.7;59.4
2023-10-31 19:00:00;16;78.0;54.3;65.0
2023-10-31 20:00:00;16;73.2;41.7;51.3
2023-10-31 21:00:00;25;78.5;51.0;65.1
2023-10-31 22:00:00;22;78.2;52.3;65.0
2023-10-31 23:00:00;0;71.2;45.6;68.2
2023-11-01 00:00:00;0;62.4;36.4;61.1
2023-11-01 01:00:00;0;57.0;32.8;56.3
2023-11-01 02:00:00;11;63.9;37.2;54.2
2023-11-01 03:00:00;1;63.8;41.5;54.5
2023-11-01 04:00:00;0;55.2;33.6;50.9
2023-11-01 05:00:00;0;51.6;30.5;48.0
2023-11-01 06:00:00;31;77.9;49.1;65.1
2023-11-01 07:00:00;20;78.4;42.0;52.4
2023-11-01 08:00:00;25;79.0;50.3;63.9
2023-11-01 09:00:00;21;79.0;52.1;65.0
2023-11-01 10:00:00;15;78.7;54.4;64.9
2023-11-01 11:00:00;10;71.9;41.8;48.0
2023-11-01 12:00:00;6;74.8;47.7;54.3
2023-11-01 13:00:00;7;75.2;28.1;34.6
2023-11-01 14:00:00;15;76.5;38.4;47.8
2023-11-01 15:00:00;15;78.3;54.0;65.5
2023-11-01 16:00:00;8;71.1;37.4;44.4
2023-11-01 17:00:00;10;76.5;54.5;64.4
2023-11-01 18:00:00;16;75.0;37.1;46.3
2023-11-01 19:00:00;8;75.7;34.4;42.5
2023-11-01 20:00:00;21;77.9;49.8;62.9
2023-11-01 21:00:00;19;78.7;53.4;65.0
2023-11-01 22:00:00;12;77.6;54.4;66.8
2023-11-01 23:00:00;0;67.2;43.3;65.3
2023-11-02 00:00:00;0;60.3;35.8;59.8
2023-11-02 01:00:00;0;55.4;32.4;55.2
2023-11-02 02:00:00;0;51.4;30.4;51.4
2023-11-02 03:00:00;15;69.8;40.6;54.0
2023-11-02 04:00:00;1;64.5;41.5;56.6
2023-11-02 05:00:00;0;56.4;33.7;52.8
2023-11-02 06:00:00;29;78.0;49.8;65.1
2023-11-02 07:00:00;18;78.6;40.6;50.7
2023-11-02 08:00:00;22;78.9;44.4;55.7
2023-11-02 09:00:00;3;34.4;53.0;32.7
2023-11-02 10:00:00;21;52.1;44.0;45.0
2023-11-02 11:00:00;11;73.0;46.6;53.4
2023-11-02 12:00:00;17;74.7;39.2;50.0
2023-11-02 13:00:00;5;75.2;30.4;36.3
2023-11-02 14:00:00;19;76.0;35.7;46.5
2023-11-02 15:00:00;7;76.5;45.3;51.6
2023-11-02 16:00:00;14;76.8;39.3;47.8
2023-11-02 17:00:00;8;75.3;30.5;37.2
2023-11-02 18:00:00;14;77.2;42.4;50.9
2023-11-02 19:00:00;19;77.1;49.8;63.2
2023-11-02 20:00:00;18;74.0;40.7;51.3
2023-11-02 21:00:00;14;77.4;38.9;48.3
2023-11-02 22:00:00;22;78.4;51.5;65.5
2023-11-02 23:00:00;0;66.7;43.8;63.5
2023-11-03 00:00:00;0;60.0;35.8;58.4
2023-11-03 01:00:00;0;55.3;32.0;54.4
2023-11-03 02:00:00;0;51.4;29.9;50.8
2023-11-03 03:00:00;0;48.0;28.6;47.7
2023-11-03 04:00:00;9;67.5;42.1;54.3
